Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour
20173,2022-04-23 02:00:00,04-20-2022 12:00,2022-04-20 22:28:00,Kolkata,122,18,11,X,Blunt Object,Traffic Fatality,4,Yes,02-05-2022 02:00,4,23,22
20177,2022-04-23 14:00:00,04-20-2022 16:00,2022-04-21 00:40:00,Kanpur,496,1,73,F,Knife,Violent Crime,12,Yes,08-07-2022 14:00,4,23,0
20180,2022-04-20 23:00:00,04-20-2022 19:00,2022-04-21 02:38:00,Delhi,315,14,19,F,Other,Other Crime,19,Yes,21-04-2022 23:00,4,20,2
20181,2022-04-22 14:00:00,04-20-2022 20:00,2022-04-21 08:30:00,Ahmedabad,137,17,41,X,Poison,Other Crime,9,Yes,06-05-2022 14:00,4,22,8
20183,2022-04-22 18:00:00,04-20-2022 22:00,2022-04-21 18:37:00,Visakhapatnam,405,2,76,X,Knife,Other Crime,11,Yes,25-09-2022 18:00,4,22,18
20187,2022-04-22 06:00:00,04-21-2022 02:00,2022-04-21 09:55:00,Ahmedabad,301,13,26,X,Knife,Other Crime,7,Yes,13-07-2022 06:00,4,22,9
20192,2022-04-22 01:00:00,04-21-2022 07:00,2022-04-22 03:06:00,Chennai,389,20,23,M,Knife,Violent Crime,19,Yes,30-06-2022 01:00,4,22,3
20195,2022-04-23 06:00:00,04-21-2022 10:00,2022-04-21 11:25:00,Mumbai,177,16,64,X,Explosives,Violent Crime,1,Yes,29-04-2023 06:00,4,23,11
20197,2022-04-22 09:00:00,04-21-2022 12:00,2022-04-21 16:02:00,Kolkata,480,19,49,M,Explosives,Other Crime,14,Yes,29-06-2022 09:00,4,22,16
20203,2022-04-22 16:00:00,04-21-2022 18:00,2022-04-22 12:34:00,Ahmedabad,197,6,35,X,Poison,Other Crime,10,Yes,07-07-2022 16:00,4,22,12
20204,2022-04-23 19:00:00,04-21-2022 19:00,2022-04-22 00:44:00,Nagpur,217,9,41,F,Poison,Other Crime,10,Yes,18-07-2022 19:00,4,23,0
20205,2022-04-24 17:00:00,04-21-2022 20:00,2022-04-22 09:20:00,Mumbai,152,20,73,F,Firearm,Violent Crime,12,Yes,19-07-2022 17:00,4,24,9
20206,2022-04-22 03:00:00,04-21-2022 21:00,2022-04-21 21:50:00,Kolkata,558,16,65,F,Poison,Violent Crime,12,Yes,01-01-2024 03:00,4,22,21
20208,2022-04-23 15:00:00,04-21-2022 23:00,2022-04-22 07:02:00,Ahmedabad,479,6,66,X,Poison,Other Crime,12,Yes,01-05-2022 15:00,4,23,7
20211,2022-04-24 19:00:00,04-22-2022 02:00,2022-04-22 08:13:00,Ghaziabad,299,6,10,X,Poison,Other Crime,7,Yes,27-05-2022 19:00,4,24,8
20214,2022-04-23 09:00:00,04-22-2022 05:00,2022-04-22 20:15:00,Bangalore,519,8,14,X,Firearm,Fire Accident,7,Yes,01-05-2022 09:00,4,23,20
20216,2022-04-25 00:00:00,04-22-2022 07:00,2022-04-22 22:04:00,Mumbai,370,10,76,X,Firearm,Other Crime,1,Yes,20-12-2022 00:00,4,25,22
20217,2022-04-24 02:00:00,04-22-2022 08:00,2022-04-22 21:39:00,Bangalore,581,17,59,X,Other,Other Crime,14,Yes,25-06-2022 02:00,4,24,21
20221,2022-04-23 10:00:00,04-22-2022 12:00,2022-04-23 01:18:00,Varanasi,445,18,65,M,Blunt Object,Traffic Fatality,19,Yes,16-05-2022 10:00,4,23,1
20222,2022-04-24 04:00:00,04-22-2022 13:00,2022-04-22 18:08:00,Chennai,502,6,70,F,Firearm,Other Crime,8,Yes,23-06-2022 04:00,4,24,18
20225,2022-04-24 23:00:00,04-22-2022 16:00,2022-04-22 22:28:00,Ahmedabad,195,13,68,X,Knife,Other Crime,3,Yes,17-07-2022 23:00,4,24,22
20228,2022-04-23 14:00:00,04-22-2022 19:00,2022-04-23 12:04:00,Kalyan,513,10,66,X,Firearm,Other Crime,15,Yes,14-03-2024 14:00,4,23,12
20229,2022-04-23 07:00:00,04-22-2022 20:00,2022-04-23 07:09:00,Delhi,289,14,76,M,Knife,Other Crime,18,Yes,22-05-2022 07:00,4,23,7
20233,2022-04-23 13:00:00,04-23-2022 00:00,2022-04-23 07:35:00,Varanasi,452,0,31,M,Knife,Fire Accident,9,Yes,25-06-2022 13:00,4,23,7
20234,2022-04-25 18:00:00,04-23-2022 01:00,2022-04-23 17:28:00,Bangalore,470,0,49,M,Poison,Fire Accident,3,Yes,01-06-2022 18:00,4,25,17
20235,2022-04-23 21:00:00,04-23-2022 02:00,2022-04-23 15:42:00,Ahmedabad,320,11,12,F,Knife,Violent Crime,17,Yes,13-07-2022 21:00,4,23,15
20236,2022-04-23 07:00:00,04-23-2022 03:00,2022-04-24 00:47:00,Mumbai,481,13,47,M,Firearm,Other Crime,14,Yes,19-05-2022 07:00,4,23,0
20239,2022-04-25 23:00:00,04-23-2022 06:00,2022-04-23 06:39:00,Delhi,235,14,78,M,Knife,Other Crime,10,Yes,17-05-2022 23:00,4,25,6
20240,2022-04-24 03:00:00,04-23-2022 07:00,2022-04-24 03:05:00,Chennai,163,12,76,M,Blunt Object,Other Crime,15,Yes,20-05-2022 03:00,4,24,3
20244,2022-04-25 16:00:00,04-23-2022 11:00,2022-04-23 16:28:00,Delhi,455,6,70,X,Explosives,Other Crime,18,Yes,03-05-2022 16:00,4,25,16
20246,2022-04-24 17:00:00,04-23-2022 13:00,2022-04-24 02:10:00,Indore,374,8,78,M,Explosives,Fire Accident,9,Yes,18-05-2022 17:00,4,24,2
20250,2022-04-24 05:00:00,04-23-2022 17:00,2022-04-24 12:54:00,Lucknow,368,5,72,M,Blunt Object,Violent Crime,6,Yes,03-07-2022 05:00,4,24,12
20251,2022-04-24 01:00:00,04-23-2022 18:00,2022-04-23 22:21:00,Vasai,537,14,35,X,Firearm,Other Crime,19,Yes,07-05-2022 01:00,4,24,22
20253,2022-04-25 05:00:00,04-23-2022 20:00,2022-04-23 21:32:00,Bangalore,202,13,35,X,Knife,Other Crime,19,Yes,27-05-2022 05:00,4,25,21
20254,2022-04-24 20:00:00,04-23-2022 21:00,2022-04-23 21:25:00,Ahmedabad,156,17,19,M,Other,Other Crime,15,Yes,25-06-2022 20:00,4,24,21
20259,2022-04-24 13:00:00,04-24-2022 02:00,2022-04-24 22:52:00,Delhi,468,12,59,F,Poison,Other Crime,16,Yes,08-05-2022 13:00,4,24,22
20266,2022-04-24 10:00:00,04-24-2022 09:00,2022-04-24 17:41:00,Ludhiana,491,18,38,F,Blunt Object,Traffic Fatality,15,Yes,18-05-2022 10:00,4,24,17
20268,2022-04-26 20:00:00,04-24-2022 11:00,2022-04-24 14:42:00,Hyderabad,568,0,30,X,Blunt Object,Fire Accident,2,Yes,21-05-2022 20:00,4,26,14
20269,2022-04-27 08:00:00,04-24-2022 12:00,2022-04-25 00:20:00,Mumbai,365,9,58,M,Firearm,Other Crime,5,Yes,15-07-2022 08:00,4,27,0
20270,2022-04-27 10:00:00,04-24-2022 13:00,2022-04-25 03:14:00,Mumbai,332,1,25,M,Poison,Violent Crime,16,Yes,10-06-2022 10:00,4,27,3
20274,2022-04-25 18:00:00,04-24-2022 17:00,2022-04-25 02:59:00,Surat,269,3,31,F,Knife,Other Crime,2,Yes,14-05-2022 18:00,4,25,2
20275,2022-04-26 17:00:00,04-24-2022 18:00,2022-04-25 14:49:00,Ahmedabad,271,11,43,F,Explosives,Violent Crime,19,Yes,11-07-2022 17:00,4,26,14
20276,2022-04-25 17:00:00,04-24-2022 19:00,2022-04-25 06:24:00,Agra,228,16,26,F,Knife,Violent Crime,17,Yes,19-02-2024 17:00,4,25,6
20285,2022-04-27 22:00:00,04-25-2022 04:00,2022-04-25 09:34:00,Bangalore,314,17,63,X,Poison,Other Crime,6,Yes,20-05-2022 22:00,4,27,9
20290,2022-04-26 02:00:00,04-25-2022 09:00,2022-04-26 02:57:00,Lucknow,376,15,12,M,Blunt Object,Violent Crime,2,Yes,07-09-2022 02:00,4,26,2
20291,2022-04-26 18:00:00,04-25-2022 10:00,2022-04-26 06:03:00,Bangalore,324,6,49,M,Other,Other Crime,17,Yes,07-07-2022 18:00,4,26,6
20293,2022-04-27 23:00:00,04-25-2022 12:00,2022-04-25 18:08:00,Chennai,393,11,62,M,Knife,Violent Crime,14,Yes,07-05-2022 23:00,4,27,18
20295,2022-04-27 07:00:00,04-25-2022 14:00,2022-04-26 02:57:00,Faridabad,553,1,44,F,Other,Violent Crime,1,Yes,09-06-2022 07:00,4,27,2
20296,2022-04-26 07:00:00,04-25-2022 15:00,2022-04-25 23:01:00,Visakhapatnam,210,19,75,F,Firearm,Other Crime,4,Yes,25-06-2022 07:00,4,26,23
20297,2022-04-26 09:00:00,04-25-2022 16:00,2022-04-26 06:50:00,Lucknow,584,13,22,X,Firearm,Other Crime,16,Yes,17-06-2022 09:00,4,26,6
20299,2022-04-26 07:00:00,04-25-2022 18:00,2022-04-26 01:37:00,Jaipur,509,12,24,X,Knife,Other Crime,16,Yes,24-07-2022 07:00,4,26,1
20300,2022-04-28 07:00:00,04-25-2022 19:00,2022-04-26 02:39:00,Thane,124,1,21,M,Firearm,Violent Crime,16,Yes,04-07-2022 07:00,4,28,2
20306,2022-04-28 02:00:00,04-26-2022 01:00,2022-04-26 14:21:00,Kanpur,458,15,76,F,Other,Violent Crime,13,Yes,06-10-2022 02:00,4,28,14
20310,2022-04-26 19:00:00,04-26-2022 05:00,2022-04-26 19:02:00,Bhopal,392,18,16,M,Poison,Traffic Fatality,6,Yes,19-05-2022 19:00,4,26,19
20311,2022-04-27 01:00:00,04-26-2022 06:00,2022-04-26 09:29:00,Mumbai,346,17,64,X,Poison,Other Crime,7,Yes,15-05-2022 01:00,4,27,9
20314,2022-04-28 00:00:00,04-26-2022 09:00,2022-04-26 11:43:00,Bangalore,237,7,58,F,Blunt Object,Other Crime,12,Yes,25-06-2022 00:00,4,28,11
20316,2022-04-29 01:00:00,04-26-2022 11:00,2022-04-26 14:01:00,Kanpur,443,9,10,X,Firearm,Other Crime,19,Yes,16-06-2022 01:00,4,29,14
20317,2022-04-28 19:00:00,04-26-2022 12:00,2022-04-26 15:53:00,Mumbai,435,12,67,X,Blunt Object,Other Crime,10,Yes,21-07-2022 19:00,4,28,15
20318,2022-04-28 21:00:00,04-26-2022 13:00,2022-04-26 13:24:00,Nashik,293,9,22,M,Firearm,Other Crime,11,Yes,26-05-2022 21:00,4,28,13
20321,2022-04-27 21:00:00,04-26-2022 16:00,2022-04-27 11:43:00,Hyderabad,215,19,11,M,Other,Other Crime,2,Yes,15-06-2022 21:00,4,27,11
20323,2022-04-27 05:00:00,04-26-2022 18:00,2022-04-27 14:49:00,Delhi,352,4,43,F,Other,Other Crime,1,Yes,14-06-2022 05:00,4,27,14
20328,2022-04-28 17:00:00,04-26-2022 23:00,2022-04-27 02:14:00,Delhi,574,6,42,X,Firearm,Other Crime,1,Yes,14-06-2022 17:00,4,28,2
20331,2022-04-27 20:00:00,04-27-2022 02:00,2022-04-27 09:40:00,Mumbai,581,4,54,M,Blunt Object,Other Crime,1,Yes,26-06-2022 20:00,4,27,9
20332,2022-04-27 15:00:00,04-27-2022 03:00,2022-04-27 04:38:00,Chennai,103,15,43,F,Blunt Object,Violent Crime,15,Yes,27-07-2022 15:00,4,27,4
20335,2022-04-30 03:00:00,04-27-2022 06:00,2022-04-27 19:00:00,Nagpur,286,13,75,F,Firearm,Other Crime,3,Yes,10-06-2022 03:00,4,30,19
20338,2022-04-30 06:00:00,04-27-2022 09:00,2022-04-28 07:21:00,Rajkot,139,17,78,X,Other,Other Crime,18,Yes,09-07-2022 06:00,4,30,7
20339,2022-04-28 10:00:00,04-27-2022 10:00,2022-04-27 10:54:00,Kolkata,576,0,64,F,Poison,Fire Accident,2,Yes,09-06-2022 10:00,4,28,10
20340,2022-04-27 22:00:00,04-27-2022 11:00,2022-04-27 13:00:00,Pune,391,11,10,M,Knife,Violent Crime,2,Yes,09-07-2022 22:00,4,27,13
20341,2022-04-28 01:00:00,04-27-2022 12:00,2022-04-28 01:53:00,Bangalore,343,19,67,M,Firearm,Other Crime,1,Yes,24-05-2022 01:00,4,28,1
20342,2022-04-27 19:00:00,04-27-2022 13:00,2022-04-28 06:23:00,Mumbai,411,13,76,X,Knife,Other Crime,12,Yes,15-07-2022 19:00,4,27,6
20344,2022-04-29 00:00:00,04-27-2022 15:00,2022-04-27 15:35:00,Mumbai,284,12,75,F,Firearm,Other Crime,10,Yes,13-06-2022 00:00,4,29,15
20348,2022-04-28 20:00:00,04-27-2022 19:00,2022-04-28 13:55:00,Delhi,377,12,56,M,Other,Other Crime,16,Yes,20-07-2022 20:00,4,28,13
20349,2022-04-30 18:00:00,04-27-2022 20:00,2022-04-28 19:26:00,Delhi,203,17,23,M,Explosives,Other Crime,16,Yes,06-06-2022 18:00,4,30,19
20351,2022-04-29 10:00:00,04-27-2022 22:00,2022-04-28 03:24:00,Nagpur,112,4,31,M,Other,Other Crime,2,Yes,17-07-2022 10:00,4,29,3
20355,2022-04-30 15:00:00,04-28-2022 02:00,2022-04-28 02:19:00,Hyderabad,237,12,69,M,Other,Other Crime,11,Yes,26-06-2022 15:00,4,30,2
20360,2022-04-29 00:00:00,04-28-2022 07:00,2022-04-28 20:46:00,Lucknow,445,9,63,M,Poison,Other Crime,5,Yes,05-07-2022 00:00,4,29,20
20365,2022-04-30 08:00:00,04-28-2022 12:00,2022-04-29 09:40:00,Thane,299,17,57,M,Poison,Other Crime,12,Yes,25-06-2022 08:00,4,30,9
20366,2022-04-28 19:00:00,04-28-2022 13:00,2022-04-29 05:19:00,Kolkata,496,6,73,F,Firearm,Other Crime,1,Yes,10-06-2022 19:00,4,28,5
20368,2022-05-01 13:00:00,04-28-2022 15:00,2022-04-29 02:33:00,Delhi,511,4,78,F,Knife,Other Crime,13,Yes,27-06-2022 13:00,5,1,2
20370,2022-04-29 12:00:00,04-28-2022 17:00,2022-04-29 16:36:00,Delhi,421,13,24,F,Other,Other Crime,7,Yes,18-06-2022 12:00,4,29,16
20372,2022-05-01 18:00:00,04-28-2022 19:00,2022-04-29 16:22:00,Ghaziabad,237,1,23,F,Blunt Object,Violent Crime,5,Yes,09-06-2022 18:00,5,1,16
20374,2022-04-30 07:00:00,04-28-2022 21:00,2022-04-29 06:41:00,Chennai,472,6,26,F,Explosives,Other Crime,16,Yes,21-05-2022 07:00,4,30,6
20375,2022-04-30 12:00:00,04-28-2022 22:00,2022-04-29 00:08:00,Delhi,204,15,44,M,Poison,Violent Crime,13,Yes,05-09-2022 12:00,4,30,0
20376,2022-04-29 18:00:00,04-28-2022 23:00,2022-04-29 17:10:00,Delhi,157,20,24,F,Blunt Object,Violent Crime,6,Yes,14-07-2022 18:00,4,29,17
20380,2022-04-30 04:00:00,04-29-2022 03:00,2022-04-30 02:11:00,Lucknow,388,19,29,F,Firearm,Other Crime,2,Yes,24-05-2022 04:00,4,30,2
20381,2022-04-29 19:00:00,04-29-2022 04:00,2022-04-29 16:08:00,Mumbai,104,2,56,M,Blunt Object,Other Crime,15,Yes,23-08-2022 19:00,4,29,16
20389,2022-05-02 04:00:00,04-29-2022 12:00,2022-04-30 04:57:00,Mumbai,533,12,12,X,Firearm,Other Crime,13,Yes,07-07-2022 04:00,5,2,4
20393,2022-04-29 21:00:00,04-29-2022 16:00,2022-04-30 02:24:00,Bangalore,372,9,79,X,Explosives,Other Crime,6,Yes,15-06-2022 21:00,4,29,2
20397,2022-05-02 12:00:00,04-29-2022 20:00,2022-04-29 20:09:00,Bangalore,412,6,35,X,Knife,Other Crime,2,Yes,03-06-2022 12:00,5,2,20
20400,2022-04-30 07:00:00,04-29-2022 23:00,2022-04-29 23:13:00,Patna,489,12,19,F,Firearm,Other Crime,16,Yes,03-06-2022 07:00,4,30,23
20403,2022-05-01 15:00:00,04-30-2022 02:00,2022-04-30 21:17:00,Hyderabad,515,20,16,X,Knife,Violent Crime,10,Yes,02-06-2022 15:00,5,1,21
20404,2022-04-30 16:00:00,04-30-2022 03:00,2022-04-30 09:20:00,Delhi,317,19,48,M,Firearm,Other Crime,14,Yes,31-05-2022 16:00,4,30,9
20405,2022-04-30 09:00:00,04-30-2022 04:00,2022-04-30 19:49:00,Hyderabad,344,20,20,F,Other,Violent Crime,14,Yes,18-07-2022 09:00,4,30,19
20408,2022-05-01 09:00:00,04-30-2022 07:00,2022-04-30 21:03:00,Mumbai,349,18,74,M,Explosives,Traffic Fatality,14,Yes,07-05-2022 09:00,5,1,21
20409,2022-05-02 18:00:00,04-30-2022 08:00,2022-04-30 09:20:00,Delhi,557,3,35,X,Poison,Other Crime,9,Yes,05-06-2022 18:00,5,2,9
20410,2022-04-30 20:00:00,04-30-2022 09:00,2022-04-30 18:28:00,Srinagar,494,14,14,F,Other,Other Crime,17,Yes,11-05-2022 20:00,4,30,18
20411,2022-05-02 02:00:00,04-30-2022 10:00,2022-04-30 19:33:00,Srinagar,515,2,32,X,Explosives,Other Crime,10,Yes,21-08-2022 02:00,5,2,19
20416,2022-05-03 09:00:00,04-30-2022 15:00,2022-05-01 03:08:00,Chennai,494,1,40,F,Firearm,Violent Crime,18,Yes,07-06-2022 09:00,5,3,3
20419,2022-05-03 03:00:00,04-30-2022 18:00,2022-05-01 12:40:00,Ahmedabad,346,5,40,X,Knife,Violent Crime,19,Yes,14-06-2022 03:00,5,3,12
20421,2022-05-02 07:00:00,04-30-2022 20:00,2022-04-30 23:43:00,Mumbai,297,15,74,X,Explosives,Violent Crime,16,Yes,27-07-2022 07:00,5,2,23
20423,2022-05-01 13:00:00,04-30-2022 22:00,2022-05-01 03:26:00,Mumbai,525,17,11,X,Blunt Object,Other Crime,14,Yes,29-05-2022 13:00,5,1,3
20424,2022-05-03 14:00:00,04-30-2022 23:00,2022-05-01 06:17:00,Hyderabad,133,6,75,X,Firearm,Other Crime,19,Yes,25-06-2022 14:00,5,3,6
20427,2022-05-02 12:00:00,05-01-2022 02:00,2022-05-01 21:57:00,Vasai,392,10,15,M,Blunt Object,Other Crime,10,Yes,26-01-2023 12:00,5,2,21
20429,2022-05-01 06:00:00,05-01-2022 04:00,2022-05-01 13:42:00,Bangalore,482,10,34,X,Firearm,Other Crime,11,Yes,16-11-2023 06:00,5,1,13
20430,2022-05-03 13:00:00,05-01-2022 05:00,2022-05-01 23:37:00,Bangalore,153,3,43,X,Knife,Other Crime,16,Yes,15-06-2022 13:00,5,3,23
20436,2022-05-01 23:00:00,05-01-2022 11:00,2022-05-01 20:01:00,Delhi,349,2,79,M,Firearm,Other Crime,16,Yes,29-08-2022 23:00,5,1,20
20437,2022-05-01 19:00:00,05-01-2022 12:00,2022-05-02 04:45:00,Indore,519,1,71,M,Poison,Violent Crime,5,Yes,28-07-2022 19:00,5,1,4
20440,2022-05-02 02:00:00,05-01-2022 15:00,2022-05-01 15:50:00,Kanpur,411,20,35,X,Other,Violent Crime,11,Yes,27-06-2022 02:00,5,2,15
20441,2022-05-02 22:00:00,05-01-2022 16:00,2022-05-01 18:50:00,Pune,111,11,34,F,Explosives,Violent Crime,18,Yes,10-05-2022 22:00,5,2,18
20446,2022-05-03 12:00:00,05-01-2022 21:00,2022-05-02 14:18:00,Hyderabad,254,14,20,F,Other,Other Crime,4,Yes,18-05-2022 12:00,5,3,14
20447,2022-05-04 12:00:00,05-01-2022 22:00,2022-05-02 17:23:00,Kalyan,279,14,29,M,Knife,Other Crime,8,Yes,22-05-2022 12:00,5,4,17
20448,2022-05-04 07:00:00,05-01-2022 23:00,2022-05-02 09:51:00,Bhopal,277,11,56,M,Explosives,Violent Crime,5,Yes,18-05-2022 07:00,5,4,9
20451,2022-05-02 18:00:00,05-02-2022 02:00,2022-05-02 05:23:00,Delhi,441,1,61,F,Blunt Object,Violent Crime,16,Yes,30-06-2022 18:00,5,2,5
20454,2022-05-04 12:00:00,05-02-2022 05:00,2022-05-02 13:08:00,Hyderabad,140,0,54,F,Blunt Object,Fire Accident,11,Yes,06-06-2022 12:00,5,4,13
20457,2022-05-02 10:00:00,05-02-2022 08:00,2022-05-02 22:56:00,Pune,259,6,57,F,Firearm,Other Crime,8,Yes,05-07-2022 10:00,5,2,22
20460,2022-05-03 17:00:00,05-02-2022 11:00,2022-05-02 11:21:00,Bangalore,341,13,15,X,Firearm,Other Crime,15,Yes,20-06-2022 17:00,5,3,11
20462,2022-05-03 03:00:00,05-02-2022 13:00,2022-05-03 08:28:00,Thane,458,15,65,X,Explosives,Violent Crime,18,Yes,01-08-2022 03:00,5,3,8
20463,2022-05-04 01:00:00,05-02-2022 14:00,2022-05-03 04:15:00,Bangalore,412,7,32,M,Explosives,Other Crime,10,Yes,28-05-2022 01:00,5,4,4
20466,2022-05-03 11:00:00,05-02-2022 17:00,2022-05-03 09:13:00,Delhi,133,10,53,M,Other,Other Crime,8,Yes,06-03-2023 11:00,5,3,9
20467,2022-05-04 22:00:00,05-02-2022 18:00,2022-05-03 11:14:00,Mumbai,504,2,31,F,Blunt Object,Other Crime,11,Yes,03-07-2022 22:00,5,4,11
20472,2022-05-03 02:00:00,05-02-2022 23:00,2022-05-03 18:28:00,Lucknow,551,10,18,X,Explosives,Other Crime,8,Yes,04-05-2023 02:00,5,3,18
20473,2022-05-05 20:00:00,05-03-2022 00:00,2022-05-03 11:59:00,Hyderabad,146,9,21,M,Explosives,Other Crime,4,Yes,22-05-2022 20:00,5,5,11
20474,2022-05-04 17:00:00,05-03-2022 01:00,2022-05-03 16:24:00,Chennai,483,19,15,M,Firearm,Other Crime,16,Yes,21-05-2022 17:00,5,4,16
20475,2022-05-05 08:00:00,05-03-2022 02:00,2022-05-03 20:47:00,Hyderabad,172,8,30,X,Firearm,Fire Accident,19,Yes,20-07-2022 08:00,5,5,20
20476,2022-05-04 11:00:00,05-03-2022 03:00,2022-05-03 22:03:00,Kolkata,210,20,35,F,Knife,Violent Crime,17,Yes,05-06-2022 11:00,5,4,22
20477,2022-05-03 14:00:00,05-03-2022 04:00,2022-05-03 17:45:00,Chennai,563,6,64,M,Blunt Object,Other Crime,10,Yes,25-06-2022 14:00,5,3,17
20478,2022-05-05 14:00:00,05-03-2022 05:00,2022-05-03 05:10:00,Kalyan,329,14,72,M,Poison,Other Crime,3,Yes,15-05-2022 14:00,5,5,5
20479,2022-05-05 08:00:00,05-03-2022 06:00,2022-05-03 18:57:00,Mumbai,324,10,41,M,Firearm,Other Crime,6,Yes,17-12-2023 08:00,5,5,18
20483,2022-05-03 11:00:00,05-03-2022 10:00,2022-05-03 18:30:00,Mumbai,505,16,64,M,Firearm,Violent Crime,9,Yes,11-03-2024 11:00,5,3,18
20486,2022-05-05 01:00:00,05-03-2022 13:00,2022-05-04 10:02:00,Visakhapatnam,250,7,39,X,Firearm,Other Crime,16,Yes,30-06-2022 01:00,5,5,10
20490,2022-05-03 22:00:00,05-03-2022 17:00,2022-05-04 13:38:00,Visakhapatnam,169,5,27,M,Explosives,Violent Crime,13,Yes,07-07-2022 22:00,5,3,13
20492,2022-05-04 20:00:00,05-03-2022 19:00,2022-05-04 08:48:00,Ahmedabad,241,7,31,M,Poison,Other Crime,18,Yes,31-05-2022 20:00,5,4,8
20493,2022-05-05 17:00:00,05-03-2022 20:00,2022-05-04 04:11:00,Bangalore,197,18,57,M,Explosives,Traffic Fatality,17,Yes,06-05-2022 17:00,5,5,4
20495,2022-05-04 03:00:00,05-03-2022 22:00,2022-05-04 17:14:00,Ahmedabad,574,6,18,X,Explosives,Other Crime,14,Yes,29-06-2022 03:00,5,4,17
20496,2022-05-05 16:00:00,05-03-2022 23:00,2022-05-04 05:00:00,Ahmedabad,213,16,48,F,Explosives,Violent Crime,3,Yes,27-03-2023 16:00,5,5,5
20497,2022-05-06 00:00:00,05-04-2022 00:00,2022-05-04 05:49:00,Kanpur,337,5,29,F,Other,Violent Crime,9,Yes,24-06-2022 00:00,5,6,5
20498,2022-05-04 06:00:00,05-04-2022 01:00,2022-05-04 06:37:00,Rajkot,379,20,12,X,Firearm,Violent Crime,14,Yes,11-07-2022 06:00,5,4,6
20500,2022-05-04 22:00:00,05-04-2022 03:00,2022-05-04 22:53:00,Delhi,323,18,25,X,Explosives,Traffic Fatality,16,Yes,25-05-2022 22:00,5,4,22
20502,2022-05-06 16:00:00,05-04-2022 05:00,2022-05-04 17:22:00,Pune,175,4,51,X,Other,Other Crime,6,Yes,30-06-2022 16:00,5,6,17
20505,2022-05-06 05:00:00,05-04-2022 08:00,2022-05-05 07:26:00,Bangalore,516,12,53,M,Blunt Object,Other Crime,18,Yes,30-07-2022 05:00,5,6,7
20507,2022-05-07 06:00:00,05-04-2022 10:00,2022-05-04 23:37:00,Mumbai,287,18,20,X,Explosives,Traffic Fatality,1,Yes,28-05-2022 06:00,5,7,23
20508,2022-05-05 19:00:00,05-04-2022 11:00,2022-05-05 09:28:00,Delhi,458,6,47,M,Explosives,Other Crime,10,Yes,14-06-2022 19:00,5,5,9
20509,2022-05-05 10:00:00,05-04-2022 12:00,2022-05-05 09:02:00,Faridabad,586,13,23,X,Explosives,Other Crime,11,Yes,04-07-2022 10:00,5,5,9
20510,2022-05-06 05:00:00,05-04-2022 13:00,2022-05-05 08:19:00,Delhi,270,17,29,X,Knife,Other Crime,3,Yes,20-05-2022 05:00,5,6,8
20511,2022-05-07 07:00:00,05-04-2022 14:00,2022-05-04 16:02:00,Delhi,329,1,66,F,Poison,Violent Crime,18,Yes,02-08-2022 07:00,5,7,16
20516,2022-05-07 13:00:00,05-04-2022 19:00,2022-05-05 09:04:00,Lucknow,496,8,75,M,Poison,Fire Accident,13,Yes,22-07-2022 13:00,5,7,9
20518,2022-05-04 23:00:00,05-04-2022 21:00,2022-05-05 15:55:00,Chennai,419,9,13,X,Blunt Object,Other Crime,8,Yes,26-06-2022 23:00,5,4,15
20522,2022-05-06 08:00:00,05-05-2022 01:00,2022-05-05 04:19:00,Patna,285,11,61,F,Firearm,Violent Crime,15,Yes,19-07-2022 08:00,5,6,4
20527,2022-05-05 10:00:00,05-05-2022 06:00,2022-05-05 13:53:00,Delhi,414,3,78,F,Explosives,Other Crime,7,Yes,17-07-2022 10:00,5,5,13
20531,2022-05-07 17:00:00,05-05-2022 10:00,2022-05-05 19:39:00,Pune,551,3,21,F,Knife,Other Crime,15,Yes,28-06-2022 17:00,5,7,19
20532,2022-05-08 02:00:00,05-05-2022 11:00,2022-05-06 07:04:00,Delhi,328,13,28,M,Firearm,Other Crime,4,Yes,25-06-2022 02:00,5,8,7
20535,2022-05-07 01:00:00,05-05-2022 14:00,2022-05-06 06:27:00,Pune,200,10,64,X,Knife,Other Crime,6,Yes,02-09-2023 01:00,5,7,6
20539,2022-05-07 15:00:00,05-05-2022 18:00,2022-05-05 21:59:00,Hyderabad,302,8,33,F,Other,Fire Accident,4,Yes,19-07-2022 15:00,5,7,21
20540,2022-05-08 02:00:00,05-05-2022 19:00,2022-05-06 10:25:00,Visakhapatnam,534,13,42,X,Blunt Object,Other Crime,5,Yes,11-07-2022 02:00,5,8,10
20543,2022-05-07 23:00:00,05-05-2022 22:00,2022-05-06 03:47:00,Indore,415,0,40,M,Poison,Fire Accident,4,Yes,16-05-2022 23:00,5,7,3
20544,2022-05-06 15:00:00,05-05-2022 23:00,2022-05-06 21:47:00,Kolkata,558,19,72,X,Poison,Other Crime,3,Yes,08-07-2022 15:00,5,6,21
20545,2022-05-08 09:00:00,05-06-2022 00:00,2022-05-06 07:22:00,Patna,505,8,78,X,Poison,Fire Accident,18,Yes,07-06-2022 09:00,5,8,7
