Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour,Latitude,Longitude
24307,2022-10-12 09:00:00,10-09-2022 18:00,2022-10-10 12:50:00,Ghaziabad,549,0,44,X,Blunt Object,Fire Accident,14,Yes,19-11-2022 09:00,10,12,12,28.7749966,77.4586967
24311,2022-10-10 05:00:00,10-09-2022 22:00,2022-10-09 23:15:00,Jaipur,259,20,48,F,Firearm,Violent Crime,8,Yes,28-12-2022 05:00,10,10,23,26.9154576,75.8189817
24312,2022-10-12 12:00:00,10-09-2022 23:00,2022-10-10 06:59:00,Hyderabad,545,15,24,M,Explosives,Violent Crime,9,Yes,22-01-2023 12:00,10,12,6,17.360589,78.4740613
24315,2022-10-10 18:00:00,10-10-2022 02:00,2022-10-10 11:05:00,Nagpur,481,18,35,M,Knife,Traffic Fatality,1,Yes,03-11-2022 18:00,10,10,11,21.1498134,79.0820556
24319,2022-10-10 10:00:00,10-10-2022 06:00,2022-10-10 14:19:00,Hyderabad,151,1,63,M,Explosives,Violent Crime,6,Yes,15-11-2022 10:00,10,10,14,17.360589,78.4740613
24323,2022-10-13 09:00:00,10-10-2022 10:00,2022-10-10 16:28:00,Delhi,290,6,79,M,Firearm,Other Crime,5,Yes,21-12-2022 09:00,10,13,16,28.6138954,77.2090057
24324,2022-10-10 14:00:00,10-10-2022 11:00,2022-10-11 08:39:00,Delhi,426,18,78,F,Firearm,Traffic Fatality,7,Yes,27-10-2022 14:00,10,10,8,28.6138954,77.2090057
24325,2022-10-13 08:00:00,10-10-2022 12:00,2022-10-10 12:16:00,Kanpur,521,11,65,F,Explosives,Violent Crime,15,Yes,11-12-2022 08:00,10,13,12,26.4609135,80.3217588
24328,2022-10-12 21:00:00,10-10-2022 15:00,2022-10-10 18:38:00,Mumbai,221,5,65,X,Other,Violent Crime,7,Yes,30-10-2022 21:00,10,12,18,19.054999,72.8692035
24332,2022-10-13 18:00:00,10-10-2022 19:00,2022-10-10 19:44:00,Nagpur,424,19,41,X,Firearm,Other Crime,1,Yes,19-12-2022 18:00,10,13,19,21.1498134,79.0820556
24333,2022-10-13 18:00:00,10-10-2022 20:00,2022-10-11 03:06:00,Surat,116,15,61,F,Firearm,Violent Crime,16,Yes,04-04-2023 18:00,10,13,3,21.2094892,72.8317058
24335,2022-10-13 12:00:00,10-10-2022 22:00,2022-10-11 04:26:00,Delhi,419,1,22,F,Explosives,Violent Crime,4,Yes,12-11-2022 12:00,10,13,4,28.6138954,77.2090057
24336,2022-10-13 17:00:00,10-10-2022 23:00,2022-10-11 21:00:00,Agra,521,20,34,X,Explosives,Violent Crime,16,Yes,01-11-2022 17:00,10,13,21,27.1752554,78.0098161
24351,2022-10-13 22:00:00,10-11-2022 14:00,2022-10-12 08:22:00,Delhi,322,20,72,F,Explosives,Violent Crime,11,Yes,26-12-2022 22:00,10,13,8,28.6138954,77.2090057
24352,2022-10-14 08:00:00,10-11-2022 15:00,2022-10-11 20:44:00,Nagpur,485,19,78,X,Explosives,Other Crime,13,Yes,20-11-2022 08:00,10,14,20,21.1498134,79.0820556
24353,2022-10-14 06:00:00,10-11-2022 16:00,2022-10-12 05:00:00,Ahmedabad,168,8,38,F,Explosives,Fire Accident,11,Yes,17-11-2022 06:00,10,14,5,23.0215374,72.5800568
24358,2022-10-14 07:00:00,10-11-2022 21:00,2022-10-12 11:52:00,Delhi,165,0,61,M,Explosives,Fire Accident,8,Yes,30-11-2022 07:00,10,14,11,28.6138954,77.2090057
24359,2022-10-13 05:00:00,10-11-2022 22:00,2022-10-12 10:26:00,Mumbai,135,12,30,X,Knife,Other Crime,8,Yes,22-10-2022 05:00,10,13,10,19.054999,72.8692035
24364,2022-10-14 12:00:00,10-12-2022 03:00,2022-10-12 22:17:00,Mumbai,264,17,74,X,Other,Other Crime,9,Yes,24-10-2022 12:00,10,14,22,19.054999,72.8692035
24365,2022-10-12 06:00:00,10-12-2022 04:00,2022-10-12 14:20:00,Bangalore,242,4,64,F,Blunt Object,Other Crime,2,Yes,29-12-2022 06:00,10,12,14,12.9767936,77.590082
24366,2022-10-14 15:00:00,10-12-2022 05:00,2022-10-12 17:41:00,Ahmedabad,170,16,46,X,Firearm,Violent Crime,7,Yes,18-09-2024 15:00,10,14,17,23.0215374,72.5800568
24367,2022-10-14 07:00:00,10-12-2022 06:00,2022-10-12 08:19:00,Delhi,385,14,57,M,Poison,Other Crime,16,Yes,16-10-2022 07:00,10,14,8,28.6138954,77.2090057
24370,2022-10-13 06:00:00,10-12-2022 09:00,2022-10-12 20:13:00,Kolkata,358,4,53,X,Firearm,Other Crime,15,Yes,01-12-2022 06:00,10,13,20,22.5726459,88.3638953
24371,2022-10-13 01:00:00,10-12-2022 10:00,2022-10-13 04:32:00,Hyderabad,472,19,63,F,Firearm,Other Crime,16,Yes,26-10-2022 01:00,10,13,4,17.360589,78.4740613
24373,2022-10-15 03:00:00,10-12-2022 12:00,2022-10-12 23:49:00,Ludhiana,230,12,79,F,Firearm,Other Crime,7,Yes,14-11-2022 03:00,10,15,23,30.9090157,75.851601
24376,2022-10-15 04:00:00,10-12-2022 15:00,2022-10-12 17:29:00,Chennai,407,1,69,X,Firearm,Violent Crime,15,Yes,19-11-2022 04:00,10,15,17,13.0836939,80.270186
24378,2022-10-13 15:00:00,10-12-2022 17:00,2022-10-13 07:02:00,Ghaziabad,104,18,44,M,Knife,Traffic Fatality,4,Yes,11-11-2022 15:00,10,13,7,28.7749966,77.4586967
24382,2022-10-15 11:00:00,10-12-2022 21:00,2022-10-13 10:33:00,Indore,123,18,73,X,Poison,Traffic Fatality,18,Yes,10-11-2022 11:00,10,15,10,22.7203616,75.8681996
24383,2022-10-13 01:00:00,10-12-2022 22:00,2022-10-13 11:35:00,Delhi,358,20,14,X,Poison,Violent Crime,7,Yes,15-12-2022 01:00,10,13,11,28.6138954,77.2090057
24386,2022-10-14 20:00:00,10-13-2022 01:00,2022-10-13 10:59:00,Chennai,300,11,59,F,Poison,Violent Crime,11,Yes,05-01-2023 20:00,10,14,10,13.0836939,80.270186
24387,2022-10-13 19:00:00,10-13-2022 02:00,2022-10-13 23:05:00,Mumbai,489,2,30,M,Other,Other Crime,2,Yes,25-03-2023 19:00,10,13,23,19.054999,72.8692035
24394,2022-10-14 05:00:00,10-13-2022 09:00,2022-10-14 06:54:00,Chennai,245,2,19,F,Other,Other Crime,5,Yes,27-01-2023 05:00,10,14,6,13.0836939,80.270186
24396,2022-10-15 04:00:00,10-13-2022 11:00,2022-10-13 18:10:00,Mumbai,105,16,40,X,Firearm,Violent Crime,4,Yes,28-05-2024 04:00,10,15,18,19.054999,72.8692035
24398,2022-10-15 05:00:00,10-13-2022 13:00,2022-10-14 00:38:00,Delhi,140,0,64,M,Blunt Object,Fire Accident,8,Yes,04-12-2022 05:00,10,15,0,28.6138954,77.2090057
24400,2022-10-16 01:00:00,10-13-2022 15:00,2022-10-13 18:09:00,Nagpur,250,6,35,X,Blunt Object,Other Crime,16,Yes,02-01-2023 01:00,10,16,18,21.1498134,79.0820556
24401,2022-10-16 15:00:00,10-13-2022 16:00,2022-10-13 19:35:00,Bangalore,250,14,17,M,Firearm,Other Crime,3,Yes,25-10-2022 15:00,10,16,19,12.9767936,77.590082
24402,2022-10-13 20:00:00,10-13-2022 17:00,2022-10-14 03:33:00,Hyderabad,415,11,68,F,Explosives,Violent Crime,12,Yes,05-11-2022 20:00,10,13,3,17.360589,78.4740613
24404,2022-10-15 18:00:00,10-13-2022 19:00,2022-10-14 17:13:00,Mumbai,428,9,56,F,Knife,Other Crime,11,Yes,06-01-2023 18:00,10,15,17,19.054999,72.8692035
24405,2022-10-14 10:00:00,10-13-2022 20:00,2022-10-14 08:42:00,Delhi,586,5,71,M,Other,Violent Crime,13,Yes,12-11-2022 10:00,10,14,8,28.6138954,77.2090057
24408,2022-10-16 06:00:00,10-13-2022 23:00,2022-10-14 10:59:00,Kolkata,449,20,67,F,Other,Violent Crime,3,Yes,23-10-2022 06:00,10,16,10,22.5726459,88.3638953
24409,2022-10-16 15:00:00,10-14-2022 00:00,2022-10-14 06:54:00,Ghaziabad,320,18,67,X,Other,Traffic Fatality,5,Yes,20-10-2022 15:00,10,16,6,28.7749966,77.4586967
24410,2022-10-16 19:00:00,10-14-2022 01:00,2022-10-14 14:10:00,Delhi,570,7,23,F,Firearm,Other Crime,16,Yes,11-01-2023 19:00,10,16,14,28.6138954,77.2090057
24413,2022-10-15 01:00:00,10-14-2022 04:00,2022-10-14 07:27:00,Srinagar,453,11,70,F,Poison,Violent Crime,10,Yes,12-01-2023 01:00,10,15,7,34.0747444,74.8204443
24415,2022-10-16 13:00:00,10-14-2022 06:00,2022-10-15 01:20:00,Srinagar,493,19,22,M,Firearm,Other Crime,15,Yes,26-12-2022 13:00,10,16,1,34.0747444,74.8204443
24416,2022-10-16 05:00:00,10-14-2022 07:00,2022-10-14 07:41:00,Mumbai,286,1,61,X,Firearm,Violent Crime,5,Yes,29-11-2022 05:00,10,16,7,19.054999,72.8692035
24417,2022-10-17 02:00:00,10-14-2022 08:00,2022-10-14 23:36:00,Chennai,288,0,40,F,Poison,Fire Accident,16,Yes,06-11-2022 02:00,10,17,23,13.0836939,80.270186
24418,2022-10-16 07:00:00,10-14-2022 09:00,2022-10-15 00:59:00,Hyderabad,224,6,43,F,Poison,Other Crime,15,Yes,04-12-2022 07:00,10,16,0,17.360589,78.4740613
24419,2022-10-15 21:00:00,10-14-2022 10:00,2022-10-14 23:29:00,Nagpur,417,2,11,F,Explosives,Other Crime,3,Yes,26-11-2022 21:00,10,15,23,21.1498134,79.0820556
24420,2022-10-15 18:00:00,10-14-2022 11:00,2022-10-15 08:47:00,Ludhiana,161,9,66,M,Knife,Other Crime,7,Yes,02-01-2023 18:00,10,15,8,30.9090157,75.851601
24421,2022-10-15 01:00:00,10-14-2022 12:00,2022-10-15 10:00:00,Delhi,546,13,29,F,Blunt Object,Other Crime,2,Yes,29-10-2022 01:00,10,15,10,28.6138954,77.2090057
24423,2022-10-16 07:00:00,10-14-2022 14:00,2022-10-15 04:56:00,Kolkata,140,17,33,F,Explosives,Other Crime,4,Yes,25-11-2022 07:00,10,16,4,22.5726459,88.3638953
24424,2022-10-15 08:00:00,10-14-2022 15:00,2022-10-15 05:18:00,Bangalore,221,8,46,M,Knife,Fire Accident,12,Yes,01-01-2023 08:00,10,15,5,12.9767936,77.590082
24429,2022-10-17 17:00:00,10-14-2022 20:00,2022-10-15 02:33:00,Ludhiana,363,2,36,X,Firearm,Other Crime,19,Yes,06-03-2023 17:00,10,17,2,30.9090157,75.851601
24431,2022-10-15 18:00:00,10-14-2022 22:00,2022-10-14 23:06:00,Ahmedabad,244,20,30,M,Knife,Violent Crime,19,Yes,04-12-2022 18:00,10,15,23,23.0215374,72.5800568
24438,2022-10-17 02:00:00,10-15-2022 05:00,2022-10-15 06:00:00,Mumbai,506,16,64,M,Explosives,Violent Crime,9,Yes,03-06-2023 02:00,10,17,6,19.054999,72.8692035
24439,2022-10-17 13:00:00,10-15-2022 06:00,2022-10-15 21:59:00,Lucknow,173,18,77,F,Firearm,Traffic Fatality,4,Yes,01-11-2022 13:00,10,17,21,26.8381,80.9346001
24440,2022-10-17 08:00:00,10-15-2022 07:00,2022-10-16 03:36:00,Nashik,330,12,78,X,Firearm,Other Crime,11,Yes,30-11-2022 08:00,10,17,3,20.0112475,73.7902364
24443,2022-10-17 13:00:00,10-15-2022 10:00,2022-10-16 00:06:00,Mumbai,522,20,71,X,Knife,Violent Crime,12,Yes,26-11-2022 13:00,10,17,0,19.054999,72.8692035
24444,2022-10-17 15:00:00,10-15-2022 11:00,2022-10-15 16:48:00,Bangalore,134,0,61,X,Firearm,Fire Accident,17,Yes,09-01-2023 15:00,10,17,16,12.9767936,77.590082
24445,2022-10-18 01:00:00,10-15-2022 12:00,2022-10-15 14:48:00,Hyderabad,533,2,77,M,Poison,Other Crime,18,Yes,03-12-2022 01:00,10,18,14,17.360589,78.4740613
24457,2022-10-18 10:00:00,10-16-2022 00:00,2022-10-16 22:23:00,Hyderabad,293,16,62,X,Firearm,Violent Crime,17,Yes,16-12-2023 10:00,10,18,22,17.360589,78.4740613
24458,2022-10-16 14:00:00,10-16-2022 01:00,2022-10-16 15:43:00,Chennai,209,1,55,X,Firearm,Violent Crime,12,Yes,08-11-2022 14:00,10,16,15,13.0836939,80.270186
24459,2022-10-16 15:00:00,10-16-2022 02:00,2022-10-17 00:59:00,Kolkata,336,19,61,X,Other,Other Crime,10,Yes,09-01-2023 15:00,10,16,0,22.5726459,88.3638953
24465,2022-10-17 22:00:00,10-16-2022 08:00,2022-10-17 01:51:00,Mumbai,168,4,63,F,Explosives,Other Crime,8,Yes,14-11-2022 22:00,10,17,1,19.054999,72.8692035
24467,2022-10-19 01:00:00,10-16-2022 10:00,2022-10-16 21:45:00,Delhi,547,5,75,F,Blunt Object,Violent Crime,6,Yes,13-12-2022 01:00,10,19,21,28.6138954,77.2090057
24468,2022-10-18 16:00:00,10-16-2022 11:00,2022-10-17 02:08:00,Hyderabad,105,6,56,X,Knife,Other Crime,12,Yes,12-01-2023 16:00,10,18,2,17.360589,78.4740613
24469,2022-10-19 07:00:00,10-16-2022 12:00,2022-10-17 08:10:00,Bangalore,403,16,24,F,Knife,Violent Crime,6,Yes,02-06-2023 07:00,10,19,8,12.9767936,77.590082
24473,2022-10-19 03:00:00,10-16-2022 16:00,2022-10-16 23:06:00,Kolkata,356,1,46,X,Firearm,Violent Crime,7,Yes,07-01-2023 03:00,10,19,23,22.5726459,88.3638953
24474,2022-10-16 22:00:00,10-16-2022 17:00,2022-10-17 09:52:00,Kanpur,470,12,22,F,Poison,Other Crime,17,Yes,06-12-2022 22:00,10,16,9,26.4609135,80.3217588
24476,2022-10-19 14:00:00,10-16-2022 19:00,2022-10-17 13:47:00,Delhi,170,6,10,M,Firearm,Other Crime,9,Yes,09-12-2022 14:00,10,19,13,28.6138954,77.2090057
24477,2022-10-18 05:00:00,10-16-2022 20:00,2022-10-16 21:38:00,Delhi,250,6,73,M,Blunt Object,Other Crime,14,Yes,11-01-2023 05:00,10,18,21,28.6138954,77.2090057
24478,2022-10-18 17:00:00,10-16-2022 21:00,2022-10-17 04:29:00,Pune,225,9,28,F,Blunt Object,Other Crime,6,Yes,06-01-2023 17:00,10,18,4,18.5213738,73.8545071
24479,2022-10-19 10:00:00,10-16-2022 22:00,2022-10-17 16:46:00,Jaipur,333,19,78,M,Blunt Object,Other Crime,9,Yes,10-01-2023 10:00,10,19,16,26.9154576,75.8189817
24484,2022-10-18 12:00:00,10-17-2022 03:00,2022-10-17 10:37:00,Chennai,459,4,78,M,Poison,Other Crime,10,Yes,30-12-2022 12:00,10,18,10,13.0836939,80.270186
24487,2022-10-19 22:00:00,10-17-2022 06:00,2022-10-17 18:51:00,Thane,338,2,74,M,Explosives,Other Crime,14,Yes,08-04-2023 22:00,10,19,18,19.3653598,73.3685437
24488,2022-10-18 07:00:00,10-17-2022 07:00,2022-10-18 04:31:00,Jaipur,329,18,39,F,Explosives,Traffic Fatality,6,Yes,03-11-2022 07:00,10,18,4,26.9154576,75.8189817
24493,2022-10-19 08:00:00,10-17-2022 12:00,2022-10-17 16:40:00,Jaipur,253,11,69,M,Knife,Violent Crime,11,Yes,12-12-2022 08:00,10,19,16,26.9154576,75.8189817
24497,2022-10-20 09:00:00,10-17-2022 16:00,2022-10-17 19:34:00,Chennai,234,4,62,X,Explosives,Other Crime,6,Yes,19-12-2022 09:00,10,20,19,13.0836939,80.270186
24498,2022-10-17 20:00:00,10-17-2022 17:00,2022-10-18 10:02:00,Mumbai,286,6,71,M,Blunt Object,Other Crime,2,Yes,31-12-2022 20:00,10,17,10,19.054999,72.8692035
24499,2022-10-20 06:00:00,10-17-2022 18:00,2022-10-18 13:10:00,Bangalore,590,17,76,M,Poison,Other Crime,10,Yes,28-11-2022 06:00,10,20,13,12.9767936,77.590082
24500,2022-10-19 23:00:00,10-17-2022 19:00,2022-10-18 11:40:00,Mumbai,342,17,11,M,Explosives,Other Crime,9,Yes,12-12-2022 23:00,10,19,11,19.054999,72.8692035
24501,2022-10-18 23:00:00,10-17-2022 20:00,2022-10-18 04:17:00,Patna,319,0,47,M,Explosives,Fire Accident,6,Yes,05-11-2022 23:00,10,18,4,25.6093239,85.1235252
24502,2022-10-19 20:00:00,10-17-2022 21:00,2022-10-18 15:19:00,Chennai,158,4,41,F,Other,Other Crime,12,Yes,14-12-2022 20:00,10,19,15,13.0836939,80.270186
24503,2022-10-18 21:00:00,10-17-2022 22:00,2022-10-18 03:27:00,Faridabad,476,0,69,M,Explosives,Fire Accident,9,Yes,22-12-2022 21:00,10,18,3,28.4031478,77.3105561
24505,2022-10-20 16:00:00,10-18-2022 00:00,2022-10-18 16:35:00,Jaipur,176,7,71,X,Explosives,Other Crime,12,Yes,11-01-2023 16:00,10,20,16,26.9154576,75.8189817
24506,2022-10-19 01:00:00,10-18-2022 01:00,2022-10-18 17:04:00,Mumbai,564,11,61,M,Firearm,Violent Crime,15,Yes,06-12-2022 01:00,10,19,17,19.054999,72.8692035
24508,2022-10-18 19:00:00,10-18-2022 03:00,2022-10-18 09:59:00,Kanpur,516,9,19,X,Poison,Other Crime,2,Yes,29-10-2022 19:00,10,18,9,26.4609135,80.3217588
24509,2022-10-20 17:00:00,10-18-2022 04:00,2022-10-18 09:23:00,Bangalore,513,8,16,M,Knife,Fire Accident,11,Yes,30-11-2022 17:00,10,20,9,12.9767936,77.590082
24511,2022-10-18 18:00:00,10-18-2022 06:00,2022-10-19 00:52:00,Kolkata,261,13,73,X,Firearm,Other Crime,3,Yes,10-12-2022 18:00,10,18,0,22.5726459,88.3638953
24513,2022-10-20 21:00:00,10-18-2022 08:00,2022-10-18 14:43:00,Bhopal,409,3,29,M,Knife,Other Crime,17,Yes,20-11-2022 21:00,10,20,14,23.2584857,77.401989
24516,2022-10-18 22:00:00,10-18-2022 11:00,2022-10-19 05:58:00,Jaipur,100,18,20,X,Other,Traffic Fatality,3,Yes,24-10-2022 22:00,10,18,5,26.9154576,75.8189817
24517,2022-10-21 09:00:00,10-18-2022 12:00,2022-10-19 05:09:00,Mumbai,166,18,64,X,Explosives,Traffic Fatality,17,Yes,05-11-2022 09:00,10,21,5,19.054999,72.8692035
24520,2022-10-19 01:00:00,10-18-2022 15:00,2022-10-19 04:04:00,Vasai,174,10,51,M,Explosives,Other Crime,10,Yes,09-02-2024 01:00,10,19,4,19.3428238,72.805441
24521,2022-10-21 08:00:00,10-18-2022 16:00,2022-10-19 06:25:00,Pune,526,2,65,F,Firearm,Other Crime,1,Yes,10-04-2023 08:00,10,21,6,18.5213738,73.8545071
24522,2022-10-20 17:00:00,10-18-2022 17:00,2022-10-19 03:56:00,Delhi,549,11,42,F,Explosives,Violent Crime,5,Yes,09-01-2023 17:00,10,20,3,28.6138954,77.2090057
24524,2022-10-19 12:00:00,10-18-2022 19:00,2022-10-19 14:22:00,Hyderabad,551,20,63,F,Explosives,Violent Crime,15,Yes,31-12-2022 12:00,10,19,14,17.360589,78.4740613
24526,2022-10-20 05:00:00,10-18-2022 21:00,2022-10-19 13:13:00,Patna,333,1,20,X,Poison,Violent Crime,1,Yes,04-11-2022 05:00,10,20,13,25.6093239,85.1235252
24528,2022-10-21 10:00:00,10-18-2022 23:00,2022-10-19 09:08:00,Bangalore,399,7,56,F,Explosives,Other Crime,1,Yes,23-11-2022 10:00,10,21,9,12.9767936,77.590082
24532,2022-10-21 11:00:00,10-19-2022 03:00,2022-10-19 08:14:00,Indore,209,18,34,X,Explosives,Traffic Fatality,4,Yes,26-10-2022 11:00,10,21,8,22.7203616,75.8681996
24535,2022-10-21 19:00:00,10-19-2022 06:00,2022-10-19 18:33:00,Kanpur,390,10,69,F,Explosives,Other Crime,19,Yes,08-02-2024 19:00,10,21,18,26.4609135,80.3217588
24540,2022-10-22 02:00:00,10-19-2022 11:00,2022-10-20 03:47:00,Kolkata,460,12,62,M,Knife,Other Crime,18,Yes,07-01-2023 02:00,10,22,3,22.5726459,88.3638953
24541,2022-10-22 07:00:00,10-19-2022 12:00,2022-10-20 04:10:00,Faridabad,238,19,58,F,Poison,Other Crime,10,Yes,30-11-2022 07:00,10,22,4,28.4031478,77.3105561
24543,2022-10-19 19:00:00,10-19-2022 14:00,2022-10-19 15:20:00,Delhi,588,6,59,X,Poison,Other Crime,19,Yes,05-11-2022 19:00,10,19,15,28.6138954,77.2090057
24544,2022-10-22 06:00:00,10-19-2022 15:00,2022-10-19 20:16:00,Ghaziabad,491,6,69,X,Knife,Other Crime,12,Yes,31-12-2022 06:00,10,22,20,28.7749966,77.4586967
24546,2022-10-20 00:00:00,10-19-2022 17:00,2022-10-20 02:41:00,Mumbai,100,5,51,M,Knife,Violent Crime,2,Yes,18-11-2022 00:00,10,20,2,19.054999,72.8692035
24548,2022-10-20 19:00:00,10-19-2022 19:00,2022-10-20 05:39:00,Jaipur,550,19,37,M,Knife,Other Crime,12,Yes,27-11-2022 19:00,10,20,5,26.9154576,75.8189817
24549,2022-10-21 06:00:00,10-19-2022 20:00,2022-10-19 23:04:00,Mumbai,202,18,37,M,Knife,Traffic Fatality,12,Yes,15-11-2022 06:00,10,21,23,19.054999,72.8692035
24550,2022-10-21 12:00:00,10-19-2022 21:00,2022-10-20 01:43:00,Indore,150,12,52,M,Poison,Other Crime,6,Yes,10-01-2023 12:00,10,21,1,22.7203616,75.8681996
24551,2022-10-20 02:00:00,10-19-2022 22:00,2022-10-20 06:34:00,Mumbai,589,13,60,F,Other,Other Crime,15,Yes,28-12-2022 02:00,10,20,6,19.054999,72.8692035
24552,2022-10-21 23:00:00,10-19-2022 23:00,2022-10-20 04:44:00,Ahmedabad,533,18,62,X,Explosives,Traffic Fatality,10,Yes,25-10-2022 23:00,10,21,4,23.0215374,72.5800568
24554,2022-10-22 23:00:00,10-20-2022 01:00,2022-10-20 08:17:00,Delhi,173,3,61,F,Explosives,Other Crime,15,Yes,29-12-2022 23:00,10,22,8,28.6138954,77.2090057
24555,2022-10-21 03:00:00,10-20-2022 02:00,2022-10-20 05:14:00,Pune,555,1,36,F,Poison,Violent Crime,5,Yes,10-12-2022 03:00,10,21,5,18.5213738,73.8545071
24556,2022-10-23 02:00:00,10-20-2022 03:00,2022-10-21 02:00:00,Agra,114,2,70,M,Blunt Object,Other Crime,2,Yes,22-01-2023 02:00,10,23,2,27.1752554,78.0098161
24559,2022-10-20 10:00:00,10-20-2022 06:00,2022-10-21 04:42:00,Hyderabad,517,18,19,F,Blunt Object,Traffic Fatality,19,Yes,30-10-2022 10:00,10,20,4,17.360589,78.4740613
24562,2022-10-23 03:00:00,10-20-2022 09:00,2022-10-20 21:04:00,Surat,425,5,52,X,Firearm,Violent Crime,2,Yes,16-12-2022 03:00,10,23,21,21.2094892,72.8317058
24563,2022-10-23 08:00:00,10-20-2022 10:00,2022-10-21 09:25:00,Bangalore,146,8,66,X,Poison,Fire Accident,5,Yes,15-01-2023 08:00,10,23,9,12.9767936,77.590082
24564,2022-10-20 21:00:00,10-20-2022 11:00,2022-10-21 10:17:00,Visakhapatnam,457,20,35,M,Other,Violent Crime,18,Yes,15-01-2023 21:00,10,20,10,17.6935526,83.2921297
24566,2022-10-21 22:00:00,10-20-2022 13:00,2022-10-21 05:51:00,Ghaziabad,416,13,51,F,Knife,Other Crime,16,Yes,14-01-2023 22:00,10,21,5,28.7749966,77.4586967
24567,2022-10-22 06:00:00,10-20-2022 14:00,2022-10-20 19:25:00,Chennai,411,10,65,M,Firearm,Other Crime,6,Yes,12-11-2023 06:00,10,22,19,13.0836939,80.270186
24568,2022-10-21 11:00:00,10-20-2022 15:00,2022-10-20 17:29:00,Kanpur,577,19,22,M,Firearm,Other Crime,7,Yes,09-11-2022 11:00,10,21,17,26.4609135,80.3217588
24570,2022-10-21 06:00:00,10-20-2022 17:00,2022-10-21 10:11:00,Delhi,131,15,54,M,Explosives,Violent Crime,6,Yes,30-01-2023 06:00,10,21,10,28.6138954,77.2090057
24572,2022-10-22 07:00:00,10-20-2022 19:00,2022-10-21 17:21:00,Vasai,332,11,56,X,Blunt Object,Violent Crime,3,Yes,05-11-2022 07:00,10,22,17,19.3428238,72.805441
24573,2022-10-22 17:00:00,10-20-2022 20:00,2022-10-20 23:39:00,Chennai,454,9,70,M,Other,Other Crime,4,Yes,07-11-2022 17:00,10,22,23,13.0836939,80.270186
24578,2022-10-21 20:00:00,10-21-2022 01:00,2022-10-21 05:40:00,Ahmedabad,322,8,74,X,Firearm,Fire Accident,9,Yes,24-12-2022 20:00,10,21,5,23.0215374,72.5800568
24581,2022-10-22 14:00:00,10-21-2022 04:00,2022-10-22 02:39:00,Ahmedabad,110,12,56,M,Other,Other Crime,16,Yes,27-12-2022 14:00,10,22,2,23.0215374,72.5800568
24586,2022-10-23 06:00:00,10-21-2022 09:00,2022-10-22 01:42:00,Ludhiana,253,17,32,F,Knife,Other Crime,9,Yes,10-01-2023 06:00,10,23,1,30.9090157,75.851601
24588,2022-10-23 06:00:00,10-21-2022 11:00,2022-10-22 01:25:00,Kanpur,224,12,42,X,Knife,Other Crime,14,Yes,17-11-2022 06:00,10,23,1,26.4609135,80.3217588
24589,2022-10-24 08:00:00,10-21-2022 12:00,2022-10-21 23:36:00,Jaipur,265,2,39,X,Firearm,Other Crime,1,Yes,03-01-2023 08:00,10,24,23,26.9154576,75.8189817
24591,2022-10-22 17:00:00,10-21-2022 14:00,2022-10-22 10:25:00,Thane,522,11,26,M,Explosives,Violent Crime,4,Yes,11-12-2022 17:00,10,22,10,19.3653598,73.3685437
24593,2022-10-22 16:00:00,10-21-2022 16:00,2022-10-22 10:32:00,Nagpur,476,17,49,M,Blunt Object,Other Crime,19,Yes,07-11-2022 16:00,10,22,10,21.1498134,79.0820556
24595,2022-10-22 15:00:00,10-21-2022 18:00,2022-10-22 15:04:00,Pune,342,8,33,M,Explosives,Fire Accident,1,Yes,12-11-2022 15:00,10,22,15,18.5213738,73.8545071
24597,2022-10-23 11:00:00,10-21-2022 20:00,2022-10-22 19:10:00,Mumbai,190,17,60,F,Other,Other Crime,12,Yes,08-01-2023 11:00,10,23,19,19.054999,72.8692035
24598,2022-10-24 00:00:00,10-21-2022 21:00,2022-10-22 20:07:00,Mumbai,495,11,51,M,Blunt Object,Violent Crime,7,Yes,17-11-2022 00:00,10,24,20,19.054999,72.8692035
24601,2022-10-24 18:00:00,10-22-2022 00:00,2022-10-22 21:01:00,Jaipur,450,18,40,M,Other,Traffic Fatality,6,Yes,21-11-2022 18:00,10,24,21,26.9154576,75.8189817
24603,2022-10-22 07:00:00,10-22-2022 02:00,2022-10-22 02:56:00,Ahmedabad,277,16,20,M,Poison,Violent Crime,9,Yes,06-08-2023 07:00,10,22,2,23.0215374,72.5800568
24612,2022-10-22 18:00:00,10-22-2022 11:00,2022-10-22 22:19:00,Mumbai,259,18,20,M,Knife,Traffic Fatality,10,Yes,25-10-2022 18:00,10,22,22,19.054999,72.8692035
24622,2022-10-22 22:00:00,10-22-2022 21:00,2022-10-23 12:20:00,Nagpur,148,17,57,X,Explosives,Other Crime,3,Yes,08-01-2023 22:00,10,22,12,21.1498134,79.0820556
24628,2022-10-25 17:00:00,10-23-2022 03:00,2022-10-23 13:34:00,Hyderabad,151,9,77,F,Knife,Other Crime,5,Yes,10-11-2022 17:00,10,25,13,17.360589,78.4740613
24630,2022-10-24 05:00:00,10-23-2022 05:00,2022-10-24 00:44:00,Visakhapatnam,236,4,43,X,Explosives,Other Crime,5,Yes,31-10-2022 05:00,10,24,0,17.6935526,83.2921297
